image,fold,segment,kpost
102804910_K28363_F1B03-254a_1_21.jpg,2,F1B03,28363
102805971_K28322_F1B03-252a_1_21.jpg,2,F1B03,28322
102807001_K28284_F1B03-252_1_21.jpg,2,F1B03,28284
102808059_K28244_F1B03-250_1_21.jpg,2,F1B03,28244
102809128_K28204_F1B03-248_1_21.jpg,2,F1B03,28204
102810197_K28164_F1B03-246_1_21.jpg,2,F1B03,28164
102811234_K28124_F1B03-244_1_21.jpg,2,F1B03,28124
102812309_K28084_F1B03-242_1_21.jpg,2,F1B03,28084
102813324_K28044_F1B03-240_1_21.jpg,2,F1B03,28044
102814414_K28004_F1B03-238_1_21.jpg,2,F1B03,28004
102815494_K27964_F1B03-236_1_21.jpg,2,F1B03,27964
102816539_K27924_F1B03-234_1_21.jpg,2,F1B03,27924
102817548_K27884_F1B03-232_1_21.jpg,2,F1B03,27884
102818641_K27844_F1B03-230_1_21.jpg,2,F1B03,27844
102819699_K27804_F1B03-228_1_21.jpg,2,F1B03,27804
102820598_K27764_F1B03-226_1_21.jpg,2,F1B03,27764
102821555_K27727_F1B03-224_1_21.jpg,2,F1B03,27727
102822491_K27689_F1B03-222_1_21.jpg,2,F1B03,27689
102823443_K27654_F1B03-220_1_21.jpg,2,F1B03,27654
102824313_K27619_F1B03-218_1_21.jpg,2,F1B03,27619
102825249_K27584_F1B03-216_1_21.jpg,2,F1B03,27584
102826194_K27549_F1B03-214_1_21.jpg,2,F1B03,27549
102827057_K27514_F1B03-212_1_21.jpg,2,F1B03,27514
102828043_K27479_F1B03-210_1_21.jpg,2,F1B03,27479
102828909_K27446_F1B03-208_1_21.jpg,2,F1B03,27446
102829946_K27411_F1B03-206_1_21.jpg,2,F1B03,27411
102830988_K27376_F1B03-204_1_21.jpg,2,F1B03,27376
102832074_K27296_F1B03-200_1_21.jpg,2,F1B03,27296
102833117_K27294_F1B03-198a_1_21.jpg,2,F1B03,27294
102835229_K27212_F1B03-196_1_21.jpg,2,F1B03,27212
102836311_K27172_F1B03-194_1_21.jpg,2,F1B03,27172
102837335_K27132_F1B03-192_1_21.jpg,2,F1B03,27132
102838379_K27092_F1B03-190_1_21.jpg,2,F1B03,27092
102839447_K27052_F1B03-188_1_21.jpg,2,F1B03,27052
102840363_K27012_F1B03-186_1_21.jpg,2,F1B03,27012
102841280_K26974_F1B03-184_1_21.jpg,2,F1B03,26974
102842219_K26937_F1B03-182_1_21.jpg,2,F1B03,26937
102843123_K26902_F1B03-180_1_21.jpg,2,F1B03,26902
102844051_K26867_F1B03-178_1_21.jpg,2,F1B03,26867
102845934_K26797_F1B03-174_1_21.jpg,2,F1B03,26797
102846895_K26762_F1B03-172_1_21.jpg,2,F1B03,26762
102847884_K26727_F1B03-170_1_21.jpg,2,F1B03,26727
102848903_K26692_F1B03-168_1_21.jpg,2,F1B03,26692
102849936_K26657_F1B03-166_1_21.jpg,2,F1B03,26657
102851013_K26622_F1B03-164_1_21.jpg,2,F1B03,26622
102852116_K26587_F1B03-162_1_21.jpg,2,F1B03,26587
102853255_K26552_F1B03-160_1_21.jpg,2,F1B03,26552
102854450_K26517_F1B03-158_1_21.jpg,2,F1B03,26517
102855686_K26482_F1B03-156_1_21.jpg,2,F1B03,26482
102856918_K26447_F1B03-154_1_21.jpg,2,F1B03,26447
102858416_K26412_F1B03-152_1_21.jpg,2,F1B03,26412
102859874_K26378_F1B03-150_1_21.jpg,2,F1B03,26378
102901451_K26341_F1B03-148_1_21.jpg,2,F1B03,26341
102903294_K26305_F1B03-146_1_21.jpg,2,F1B03,26305
100723252_K58825_F1B05-246_1_21.jpg,3,F1B05,58825
100725103_K58794_F1B05-244_1_21.jpg,3,F1B05,58794
100726856_K58759_F1B05-242_1_21.jpg,3,F1B05,58759
100730000_K58690_F1B05-238_1_21.jpg,3,F1B05,58690
100731529_K58655_F1B05-236_1_22.jpg,3,F1B05,58655
100735953_K58553_F1B05-228_1_21.jpg,3,F1B05,58553
100737555_K58513_F1B05-226_1_21.jpg,3,F1B05,58513
100739171_K58473_F1B05-224_1_21.jpg,3,F1B05,58473
100740703_K58433_F1B05-222_1_21.jpg,3,F1B05,58433
100742308_K58393_F1B05-220_1_21.jpg,3,F1B05,58393
100743823_K58351_F1B05-218_1_21.jpg,3,F1B05,58351
100745117_K58311_F1B05-216_1_21.jpg,3,F1B05,58311
100819469_K57340_F1B05-166_1_21.jpg,3,F1B05,57340
100820846_K57300_F1B05-164_1_21.jpg,3,F1B05,57300
100822222_K57260_F1B05-162_1_21.jpg,3,F1B05,57260
100823633_K57220_F1B05-160_1_21.jpg,3,F1B05,57220
100825030_K57180_F1B05-158_1_21.jpg,3,F1B05,57180
100826410_K57140_F1B05-156_1_21.jpg,3,F1B05,57140
100827836_K57100_F1B05-154_1_21.jpg,3,F1B05,57100
100831858_K56981_F1B05-148_1_21.jpg,3,F1B05,56981
100837754_K56813_F1B05-138_1_21.jpg,3,F1B05,56813
100838984_K56778_F1B05-136_1_21.jpg,3,F1B05,56778
100840244_K56743_F1B05-134_1_21.jpg,3,F1B05,56743
100841493_K56708_F1B05-132_1_21.jpg,3,F1B05,56708
100842742_K56673_F1B05-130_1_21.jpg,3,F1B05,56673
100843976_K56638_F1B05-128_1_21.jpg,3,F1B05,56638
100845239_K56603_F1B05-126_1_21.jpg,3,F1B05,56603
100846465_K56568_F1B05-124_1_21.jpg,3,F1B05,56568
100847689_K56533_F1B05-122_1_21.jpg,3,F1B05,56533
100848950_K56498_F1B05-120_1_21.jpg,3,F1B05,56498
100850176_K56463_F1B05-118_1_21.jpg,3,F1B05,56463
100851404_K56428_F1B05-116_1_21.jpg,3,F1B05,56428
100852671_K56393_F1B05-114_1_21.jpg,3,F1B05,56393
100853908_K56358_F1B05-112_1_21.jpg,3,F1B05,56358
100855169_K56323_F1B05-110_1_21.jpg,3,F1B05,56323
100934634_K55165_F1B05-048_1_21.jpg,3,F1B05,55165
100935922_K55125_F1B05-046_1_21.jpg,3,F1B05,55125
100937208_K55085_F1B05-044_1_21.jpg,3,F1B05,55085
100938520_K55045_F1B05-042_1_21.jpg,3,F1B05,55045
100939824_K55005_F1B05-040_1_21.jpg,3,F1B05,55005
100941129_K54965_F1B05-038_1_21.jpg,3,F1B05,54965
100942460_K54925_F1B05-036_1_21.jpg,3,F1B05,54925
100943761_K54885_F1B05-034_1_21.jpg,3,F1B05,54885
100945061_K54845_F1B05-032_1_21.jpg,3,F1B05,54845
100946383_K54805_F1B05-030_1_21.jpg,3,F1B05,54805
100949065_K54725_F1B05-026_1_21.jpg,3,F1B05,54725
100951729_K54646_F1B05-022_1_21.jpg,3,F1B05,54646
100953075_K54605_F1B05-020_1_21.jpg,3,F1B05,54605
100954430_K54565_F1B05-018_1_21.jpg,3,F1B05,54565
100955788_K54525_F1B05-016_1_21.jpg,3,F1B05,54525
100957152_K54485_F1B05-014_1_21.jpg,3,F1B05,54485
100958564_K54445_F1B05-012_1_21.jpg,3,F1B05,54445
100959981_K54405_F1B05-010_1_21.jpg,3,F1B05,54405
103439580_K17836_F1B02-1032_1_21.jpg,3,F1B02,17836
103443082_K17756_F1B02-1028_1_21.jpg,3,F1B02,17756
103523538_K16880_F1B02-984_1_21.jpg,3,F1B02,16880
103648072_K16476_F1B02-960_1_21.jpg,3,F1B02,16476
103650474_K16446_F1B02-958_1_21.jpg,3,F1B02,16446
