image,split,ty,tx,luma_std,entropy,kept,luma_mean
183114634_K49521_F1A04-791_1_22.jpg,train,4,2,1.53,2.655,0,31.61
183114634_K49521_F1A04-791_1_22.jpg,train,4,3,6.09,3.214,0,33.36
183114634_K49521_F1A04-791_1_22.jpg,train,4,4,33.14,3.926,1,40.06
164915000_K48602_F1A04-741_1_22.jpg,train,0,0,4.51,4.032,0,37.45
164915000_K48602_F1A04-741_1_22.jpg,train,0,1,4.55,3.563,0,37.23
164915000_K48602_F1A04-741_1_22.jpg,train,0,2,3.06,3.569,0,37.68
164915000_K48602_F1A04-741_1_22.jpg,train,0,3,3.48,3.757,0,34.87
164915000_K48602_F1A04-741_1_22.jpg,train,0,4,2.03,3.014,0,30.41
164915000_K48602_F1A04-741_1_22.jpg,train,1,0,24.38,5.197,1,51.09
164915000_K48602_F1A04-741_1_22.jpg,train,1,1,24.55,5.011,1,48.58
164915000_K48602_F1A04-741_1_22.jpg,train,1,2,20.73,4.662,1,47.41
164915000_K48602_F1A04-741_1_22.jpg,train,1,3,5.93,4.33,0,41.5
164915000_K48602_F1A04-741_1_22.jpg,train,1,4,3.01,3.553,0,34.06
164915000_K48602_F1A04-741_1_22.jpg,train,2,0,27.63,5.429,1,50.34
164915000_K48602_F1A04-741_1_22.jpg,train,2,1,30.88,5.354,1,50.14
164915000_K48602_F1A04-741_1_22.jpg,train,2,2,35.65,5.733,1,56.64
164915000_K48602_F1A04-741_1_22.jpg,train,2,3,25.24,5.377,1,51.72
164915000_K48602_F1A04-741_1_22.jpg,train,2,4,8.13,4.178,1,37.45
164915000_K48602_F1A04-741_1_22.jpg,train,3,0,3.51,3.569,0,33.24
164915000_K48602_F1A04-741_1_22.jpg,train,3,1,3.51,3.468,0,33.48
164915000_K48602_F1A04-741_1_22.jpg,train,3,2,11.73,3.997,1,36.63
164915000_K48602_F1A04-741_1_22.jpg,train,3,3,23.67,5.149,1,45.51
164915000_K48602_F1A04-741_1_22.jpg,train,3,4,27.03,4.593,1,41.78
164915000_K48602_F1A04-741_1_22.jpg,train,4,0,1.66,2.771,0,30.29
164915000_K48602_F1A04-741_1_22.jpg,train,4,1,1.39,2.46,0,31.81
164915000_K48602_F1A04-741_1_22.jpg,train,4,2,3.07,2.416,0,32.48
164915000_K48602_F1A04-741_1_22.jpg,train,4,3,4.9,2.76,0,33.92
164915000_K48602_F1A04-741_1_22.jpg,train,4,4,28.58,3.695,1,39.43
164923040_K48764_F1A04-749_1_22.jpg,train,0,0,9.56,4.411,1,35.54
164923040_K48764_F1A04-749_1_22.jpg,train,0,1,7.1,4.092,0,33.59
164923040_K48764_F1A04-749_1_22.jpg,train,0,2,4.53,3.35,0,31.45
164923040_K48764_F1A04-749_1_22.jpg,train,0,3,2.02,2.44,0,28.41
164923040_K48764_F1A04-749_1_22.jpg,train,0,4,1.05,1.843,0,26.85
164923040_K48764_F1A04-749_1_22.jpg,train,1,0,20.55,5.855,1,59.22
164923040_K48764_F1A04-749_1_22.jpg,train,1,1,21.1,5.412,1,52.26
164923040_K48764_F1A04-749_1_22.jpg,train,1,2,23.39,5.147,1,49.49
164923040_K48764_F1A04-749_1_22.jpg,train,1,3,9.21,4.577,1,39.46
164923040_K48764_F1A04-749_1_22.jpg,train,1,4,4.97,3.178,0,30.32
164923040_K48764_F1A04-749_1_22.jpg,train,2,0,22.37,5.897,1,56.04
164923040_K48764_F1A04-749_1_22.jpg,train,2,1,25.23,5.761,1,53.35
164923040_K48764_F1A04-749_1_22.jpg,train,2,2,33.89,5.724,1,58.46
164923040_K48764_F1A04-749_1_22.jpg,train,2,3,28.57,5.456,1,54.06
164923040_K48764_F1A04-749_1_22.jpg,train,2,4,8.83,4.537,1,37.78
164923040_K48764_F1A04-749_1_22.jpg,train,3,0,5.69,3.971,0,35.02
164923040_K48764_F1A04-749_1_22.jpg,train,3,1,4.25,3.834,0,35.04
164923040_K48764_F1A04-749_1_22.jpg,train,3,2,9.62,4.216,1,37.88
164923040_K48764_F1A04-749_1_22.jpg,train,3,3,23.34,5.035,1,45.99
164923040_K48764_F1A04-749_1_22.jpg,train,3,4,22.46,4.614,1,41.29
164923040_K48764_F1A04-749_1_22.jpg,train,4,0,1.66,2.772,0,30.53
164923040_K48764_F1A04-749_1_22.jpg,train,4,1,1.44,2.446,0,32.05
164923040_K48764_F1A04-749_1_22.jpg,train,4,2,1.45,2.465,0,32.85
164923040_K48764_F1A04-749_1_22.jpg,train,4,3,3.18,2.639,0,34.38
164923040_K48764_F1A04-749_1_22.jpg,train,4,4,15.42,3.334,1,36.14
165306046_K52281_F1A04-949_1_22.jpg,train,0,0,6.58,4.516,0,38.95
165306046_K52281_F1A04-949_1_22.jpg,train,0,1,4.57,4.097,0,38.23
165306046_K52281_F1A04-949_1_22.jpg,train,0,2,4.17,3.963,0,38.16
165306046_K52281_F1A04-949_1_22.jpg,train,0,3,3.01,3.536,0,34.52
165306046_K52281_F1A04-949_1_22.jpg,train,0,4,2.48,3.298,0,30.84
165306046_K52281_F1A04-949_1_22.jpg,train,1,0,23.4,5.344,1,54.86
165306046_K52281_F1A04-949_1_22.jpg,train,1,1,19.37,4.946,1,49.99
165306046_K52281_F1A04-949_1_22.jpg,train,1,2,9.74,4.558,1,48.75
165306046_K52281_F1A04-949_1_22.jpg,train,1,3,7.07,4.51,0,43.29
165306046_K52281_F1A04-949_1_22.jpg,train,1,4,5.13,3.884,0,35.37
165306046_K52281_F1A04-949_1_22.jpg,train,2,0,27.25,5.179,1,49.39
165306046_K52281_F1A04-949_1_22.jpg,train,2,1,26.17,5.228,1,49.37
165306046_K52281_F1A04-949_1_22.jpg,train,2,2,31.61,5.867,1,57.81
165306046_K52281_F1A04-949_1_22.jpg,train,2,3,21.22,5.416,1,52.22
165306046_K52281_F1A04-949_1_22.jpg,train,2,4,6.64,4.339,0,38.42
165306046_K52281_F1A04-949_1_22.jpg,train,3,0,4.11,3.818,0,34.13
165306046_K52281_F1A04-949_1_22.jpg,train,3,1,4.35,3.837,0,34.77
165306046_K52281_F1A04-949_1_22.jpg,train,3,2,23.39,4.748,1,43.09
165306046_K52281_F1A04-949_1_22.jpg,train,3,3,28.75,5.344,1,50.25
165306046_K52281_F1A04-949_1_22.jpg,train,3,4,32.95,4.368,1,43.3
165306046_K52281_F1A04-949_1_22.jpg,train,4,0,1.66,2.775,0,30.29
165306046_K52281_F1A04-949_1_22.jpg,train,4,1,1.34,2.466,0,31.77
165306046_K52281_F1A04-949_1_22.jpg,train,4,2,1.47,2.579,0,32.77
165306046_K52281_F1A04-949_1_22.jpg,train,4,3,9.16,2.923,0,35.28
165306046_K52281_F1A04-949_1_22.jpg,train,4,4,17.86,3.699,1,36.78
165336874_K53372_F1A04-1005_1_22.jpg,train,0,0,6.5,4.637,0,41.69
165336874_K53372_F1A04-1005_1_22.jpg,train,0,1,5.2,4.3,0,41.09
165336874_K53372_F1A04-1005_1_22.jpg,train,0,2,5.33,4.212,0,40.49
165336874_K53372_F1A04-1005_1_22.jpg,train,0,3,4.29,3.83,0,36.01
165336874_K53372_F1A04-1005_1_22.jpg,train,0,4,2.38,3.264,0,31.54
165336874_K53372_F1A04-1005_1_22.jpg,train,1,0,20.61,5.166,1,55.44
165336874_K53372_F1A04-1005_1_22.jpg,train,1,1,16.93,4.962,1,52.58
165336874_K53372_F1A04-1005_1_22.jpg,train,1,2,8.9,4.478,1,51.47
165336874_K53372_F1A04-1005_1_22.jpg,train,1,3,8.93,4.774,1,44.64
165336874_K53372_F1A04-1005_1_22.jpg,train,1,4,3.66,3.755,0,35.04
165336874_K53372_F1A04-1005_1_22.jpg,train,2,0,25.63,5.24,1,49.03
165336874_K53372_F1A04-1005_1_22.jpg,train,2,1,22.9,5.4,1,49.84
165336874_K53372_F1A04-1005_1_22.jpg,train,2,2,27.29,5.909,1,57.39
165336874_K53372_F1A04-1005_1_22.jpg,train,2,3,20.45,5.469,1,51.73
165336874_K53372_F1A04-1005_1_22.jpg,train,2,4,5.37,4.188,0,37.75
165336874_K53372_F1A04-1005_1_22.jpg,train,3,0,3.97,3.752,0,33.69
165336874_K53372_F1A04-1005_1_22.jpg,train,3,1,4.24,3.784,0,34.31
165336874_K53372_F1A04-1005_1_22.jpg,train,3,2,25.36,4.857,1,44.17
165336874_K53372_F1A04-1005_1_22.jpg,train,3,3,34.67,5.515,1,52.04
165336874_K53372_F1A04-1005_1_22.jpg,train,3,4,33.72,4.268,1,42.38
165336874_K53372_F1A04-1005_1_22.jpg,train,4,0,1.66,2.768,0,29.92
165336874_K53372_F1A04-1005_1_22.jpg,train,4,1,1.3,2.419,0,31.39
165336874_K53372_F1A04-1005_1_22.jpg,train,4,2,1.41,2.518,0,32.37
165336874_K53372_F1A04-1005_1_22.jpg,train,4,3,13.76,3.245,1,36.17
165336874_K53372_F1A04-1005_1_22.jpg,train,4,4,13.24,3.626,1,35.42
164703126_K47181_F1A04-667_1_22.jpg,train,0,0,5.62,4.431,0,41.05
164703126_K47181_F1A04-667_1_22.jpg,train,0,1,4.84,4.171,0,40.2
164703126_K47181_F1A04-667_1_22.jpg,train,0,2,4.1,3.993,0,39.85
164703126_K47181_F1A04-667_1_22.jpg,train,0,3,3.99,3.954,0,36.61
164703126_K47181_F1A04-667_1_22.jpg,train,0,4,2.91,3.535,0,31.93
164703126_K47181_F1A04-667_1_22.jpg,train,1,0,8.4,4.328,1,52.26
164703126_K47181_F1A04-667_1_22.jpg,train,1,1,22.22,4.949,1,52.1
164703126_K47181_F1A04-667_1_22.jpg,train,1,2,21.92,4.878,1,51.36
164703126_K47181_F1A04-667_1_22.jpg,train,1,3,7.22,4.441,0,45.83
164703126_K47181_F1A04-667_1_22.jpg,train,1,4,4.27,4.064,0,37.26
164703126_K47181_F1A04-667_1_22.jpg,train,2,0,9.84,4.849,1,47.28
164703126_K47181_F1A04-667_1_22.jpg,train,2,1,28.95,5.416,1,52.03
164703126_K47181_F1A04-667_1_22.jpg,train,2,2,34.72,5.973,1,59.35
164703126_K47181_F1A04-667_1_22.jpg,train,2,3,25.14,5.565,1,54.22
164703126_K47181_F1A04-667_1_22.jpg,train,2,4,8.82,4.568,1,39.74
164703126_K47181_F1A04-667_1_22.jpg,train,3,0,3.53,3.73,0,33.89
164703126_K47181_F1A04-667_1_22.jpg,train,3,1,4.01,3.864,0,34.94
164703126_K47181_F1A04-667_1_22.jpg,train,3,2,4.81,4.1,0,36.99
164703126_K47181_F1A04-667_1_22.jpg,train,3,3,17.7,4.856,1,42.92
164703126_K47181_F1A04-667_1_22.jpg,train,3,4,18.54,4.631,1,40.63
164703126_K47181_F1A04-667_1_22.jpg,train,4,0,1.67,2.778,0,30.09
164703126_K47181_F1A04-667_1_22.jpg,train,4,1,1.29,2.413,0,31.63
164703126_K47181_F1A04-667_1_22.jpg,train,4,2,1.38,2.471,0,32.48
164703126_K47181_F1A04-667_1_22.jpg,train,4,3,1.63,2.412,0,33.33
164703126_K47181_F1A04-667_1_22.jpg,train,4,4,5.13,3.095,0,33.97
165341319_K53533_F1A04-1013_1_22.jpg,train,0,0,4.56,4.137,0,37.84
165341319_K53533_F1A04-1013_1_22.jpg,train,0,1,4.78,4.175,0,38.54
165341319_K53533_F1A04-1013_1_22.jpg,train,0,2,3.78,3.706,0,37.5
165341319_K53533_F1A04-1013_1_22.jpg,train,0,3,2.9,3.473,0,34.12
165341319_K53533_F1A04-1013_1_22.jpg,train,0,4,2.0,2.991,0,30.42
165341319_K53533_F1A04-1013_1_22.jpg,train,1,0,22.99,5.044,1,51.55
165341319_K53533_F1A04-1013_1_22.jpg,train,1,1,19.34,4.873,1,48.78
165341319_K53533_F1A04-1013_1_22.jpg,train,1,2,9.67,4.169,1,45.26
165341319_K53533_F1A04-1013_1_22.jpg,train,1,3,9.57,4.336,1,42.1
165341319_K53533_F1A04-1013_1_22.jpg,train,1,4,3.73,3.718,0,34.43
165341319_K53533_F1A04-1013_1_22.jpg,train,2,0,27.72,5.489,1,50.96
165341319_K53533_F1A04-1013_1_22.jpg,train,2,1,25.5,5.443,1,50.41
165341319_K53533_F1A04-1013_1_22.jpg,train,2,2,33.24,5.94,1,59.3
165341319_K53533_F1A04-1013_1_22.jpg,train,2,3,26.9,5.537,1,53.5
165341319_K53533_F1A04-1013_1_22.jpg,train,2,4,8.43,4.232,1,37.09
165341319_K53533_F1A04-1013_1_22.jpg,train,3,0,3.74,3.701,0,33.44
165341319_K53533_F1A04-1013_1_22.jpg,train,3,1,3.92,3.715,0,34.1
165341319_K53533_F1A04-1013_1_22.jpg,train,3,2,28.05,4.848,1,44.45
165341319_K53533_F1A04-1013_1_22.jpg,train,3,3,35.87,5.654,1,53.81
165341319_K53533_F1A04-1013_1_22.jpg,train,3,4,34.88,4.336,1,42.85
165341319_K53533_F1A04-1013_1_22.jpg,train,4,0,1.66,2.775,0,30.03
165341319_K53533_F1A04-1013_1_22.jpg,train,4,1,1.33,2.45,0,31.53
165341319_K53533_F1A04-1013_1_22.jpg,train,4,2,1.31,2.429,0,32.31
165341319_K53533_F1A04-1013_1_22.jpg,train,4,3,9.05,2.914,0,34.81
165341319_K53533_F1A04-1013_1_22.jpg,train,4,4,8.11,3.634,1,35.11
165257924_K52001_F1A04-935_1_22.jpg,train,0,0,5.33,4.376,0,40.17
165257924_K52001_F1A04-935_1_22.jpg,train,0,1,4.58,4.186,0,39.85
165257924_K52001_F1A04-935_1_22.jpg,train,0,2,5.0,4.286,0,40.77
165257924_K52001_F1A04-935_1_22.jpg,train,0,3,4.45,4.019,0,36.37
165257924_K52001_F1A04-935_1_22.jpg,train,0,4,2.86,3.202,0,31.5
165257924_K52001_F1A04-935_1_22.jpg,train,1,0,23.7,5.305,1,54.87
165257924_K52001_F1A04-935_1_22.jpg,train,1,1,19.52,5.206,1,51.26
165257924_K52001_F1A04-935_1_22.jpg,train,1,2,9.24,4.568,1,50.2
165257924_K52001_F1A04-935_1_22.jpg,train,1,3,7.48,4.49,0,44.55
165257924_K52001_F1A04-935_1_22.jpg,train,1,4,4.3,3.989,0,35.66
165257924_K52001_F1A04-935_1_22.jpg,train,2,0,25.41,5.426,1,50.75
165257924_K52001_F1A04-935_1_22.jpg,train,2,1,22.24,5.423,1,50.35
165257924_K52001_F1A04-935_1_22.jpg,train,2,2,29.51,5.844,1,58.35
165257924_K52001_F1A04-935_1_22.jpg,train,2,3,23.12,5.502,1,53.38
165257924_K52001_F1A04-935_1_22.jpg,train,2,4,5.87,4.259,0,38.01
165257924_K52001_F1A04-935_1_22.jpg,train,3,0,3.71,3.69,0,33.54
165257924_K52001_F1A04-935_1_22.jpg,train,3,1,4.78,3.848,0,34.55
165257924_K52001_F1A04-935_1_22.jpg,train,3,2,22.61,4.767,1,42.01
165257924_K52001_F1A04-935_1_22.jpg,train,3,3,28.41,5.402,1,49.93
165257924_K52001_F1A04-935_1_22.jpg,train,3,4,32.94,4.462,1,43.15
165257924_K52001_F1A04-935_1_22.jpg,train,4,0,1.67,2.777,0,30.2
165257924_K52001_F1A04-935_1_22.jpg,train,4,1,1.38,2.497,0,31.7
165257924_K52001_F1A04-935_1_22.jpg,train,4,2,1.36,2.485,0,32.49
165257924_K52001_F1A04-935_1_22.jpg,train,4,3,7.35,2.826,0,34.8
165257924_K52001_F1A04-935_1_22.jpg,train,4,4,15.22,3.708,1,36.51
164730210_K47962_F1A04-707a_1_22.jpg,train,0,0,6.6,4.688,0,43.7
164730210_K47962_F1A04-707a_1_22.jpg,train,0,1,5.49,4.357,0,43.17
164730210_K47962_F1A04-707a_1_22.jpg,train,0,2,5.58,4.355,0,43.36
164730210_K47962_F1A04-707a_1_22.jpg,train,0,3,5.06,4.301,0,38.58
164730210_K47962_F1A04-707a_1_22.jpg,train,0,4,3.17,3.611,0,33.15
164730210_K47962_F1A04-707a_1_22.jpg,train,1,0,8.57,4.486,1,55.62
164730210_K47962_F1A04-707a_1_22.jpg,train,1,1,21.22,4.966,1,55.66
164730210_K47962_F1A04-707a_1_22.jpg,train,1,2,14.92,4.705,1,55.07
164730210_K47962_F1A04-707a_1_22.jpg,train,1,3,6.08,4.573,0,49.57
164730210_K47962_F1A04-707a_1_22.jpg,train,1,4,4.64,4.187,0,39.19
164730210_K47962_F1A04-707a_1_22.jpg,train,2,0,10.09,4.971,1,51.32
164730210_K47962_F1A04-707a_1_22.jpg,train,2,1,27.92,5.621,1,56.42
164730210_K47962_F1A04-707a_1_22.jpg,train,2,2,33.41,6.015,1,62.72
164730210_K47962_F1A04-707a_1_22.jpg,train,2,3,23.69,5.438,1,56.21
164730210_K47962_F1A04-707a_1_22.jpg,train,2,4,7.26,4.434,0,40.56
164730210_K47962_F1A04-707a_1_22.jpg,train,3,0,4.69,4.027,0,35.27
164730210_K47962_F1A04-707a_1_22.jpg,train,3,1,5.2,4.106,0,36.37
164730210_K47962_F1A04-707a_1_22.jpg,train,3,2,7.79,4.465,0,39.17
164730210_K47962_F1A04-707a_1_22.jpg,train,3,3,21.76,5.26,1,46.83
164730210_K47962_F1A04-707a_1_22.jpg,train,3,4,25.49,4.606,1,42.39
164730210_K47962_F1A04-707a_1_22.jpg,train,4,0,1.7,2.801,0,30.39
164730210_K47962_F1A04-707a_1_22.jpg,train,4,1,1.3,2.422,0,31.91
164730210_K47962_F1A04-707a_1_22.jpg,train,4,2,1.36,2.487,0,32.86
164730210_K47962_F1A04-707a_1_22.jpg,train,4,3,3.99,2.779,0,34.54
164730210_K47962_F1A04-707a_1_22.jpg,train,4,4,28.96,3.697,1,40.26
165008117_K49556_F1A04-793_1_22.jpg,train,0,0,1.52,2.447,0,27.12
165008117_K49556_F1A04-793_1_22.jpg,train,0,1,1.08,2.02,0,27.29
165008117_K49556_F1A04-793_1_22.jpg,train,0,2,0.72,1.523,0,27.68
165008117_K49556_F1A04-793_1_22.jpg,train,0,3,0.88,1.853,0,26.62
165008117_K49556_F1A04-793_1_22.jpg,train,0,4,0.66,1.442,0,25.65
165008117_K49556_F1A04-793_1_22.jpg,train,1,0,21.98,3.54,1,34.13
165008117_K49556_F1A04-793_1_22.jpg,train,1,1,12.89,2.614,0,30.41
165008117_K49556_F1A04-793_1_22.jpg,train,1,2,2.36,2.168,0,28.4
165008117_K49556_F1A04-793_1_22.jpg,train,1,3,4.68,2.614,0,28.22
165008117_K49556_F1A04-793_1_22.jpg,train,1,4,4.68,2.744,0,27.7
165008117_K49556_F1A04-793_1_22.jpg,train,2,0,26.79,3.566,1,36.8
165008117_K49556_F1A04-793_1_22.jpg,train,2,1,38.31,4.476,1,44.63
165008117_K49556_F1A04-793_1_22.jpg,train,2,2,42.15,4.709,1,47.93
165008117_K49556_F1A04-793_1_22.jpg,train,2,3,25.7,3.441,1,35.21
165008117_K49556_F1A04-793_1_22.jpg,train,2,4,2.48,2.719,0,29.14
165008117_K49556_F1A04-793_1_22.jpg,train,3,0,1.97,2.226,0,29.71
165008117_K49556_F1A04-793_1_22.jpg,train,3,1,7.39,2.479,0,30.48
165008117_K49556_F1A04-793_1_22.jpg,train,3,2,22.6,2.885,0,33.98
165008117_K49556_F1A04-793_1_22.jpg,train,3,3,27.39,4.523,1,41.3
165008117_K49556_F1A04-793_1_22.jpg,train,3,4,24.52,3.937,1,35.64
165008117_K49556_F1A04-793_1_22.jpg,train,4,0,1.65,2.768,0,29.97
165008117_K49556_F1A04-793_1_22.jpg,train,4,1,1.53,2.655,0,31.41
165008117_K49556_F1A04-793_1_22.jpg,train,4,2,1.49,2.623,0,31.66
165008117_K49556_F1A04-793_1_22.jpg,train,4,3,6.12,3.269,0,33.52
165008117_K49556_F1A04-793_1_22.jpg,train,4,4,32.82,3.868,1,39.53
165228881_K51150_F1A04-891_1_22.jpg,train,0,0,4.51,3.856,0,34.08
165228881_K51150_F1A04-891_1_22.jpg,train,0,1,2.86,3.386,0,33.74
165228881_K51150_F1A04-891_1_22.jpg,train,0,2,2.52,3.308,0,33.53
165228881_K51150_F1A04-891_1_22.jpg,train,0,3,2.47,3.196,0,31.13
165228881_K51150_F1A04-891_1_22.jpg,train,0,4,1.44,2.433,0,28.36
165228881_K51150_F1A04-891_1_22.jpg,train,1,0,5.31,3.89,0,41.24
165228881_K51150_F1A04-891_1_22.jpg,train,1,1,5.24,3.774,0,39.28
165228881_K51150_F1A04-891_1_22.jpg,train,1,2,3.97,3.445,0,38.17
165228881_K51150_F1A04-891_1_22.jpg,train,1,3,2.88,3.501,0,35.7
165228881_K51150_F1A04-891_1_22.jpg,train,1,4,2.1,3.082,0,31.16
165228881_K51150_F1A04-891_1_22.jpg,train,2,0,8.6,4.036,1,41.31
165228881_K51150_F1A04-891_1_22.jpg,train,2,1,26.9,4.947,1,47.83
165228881_K51150_F1A04-891_1_22.jpg,train,2,2,33.92,5.516,1,53.33
165228881_K51150_F1A04-891_1_22.jpg,train,2,3,21.98,4.715,1,43.85
165228881_K51150_F1A04-891_1_22.jpg,train,2,4,6.41,3.613,0,33.97
165228881_K51150_F1A04-891_1_22.jpg,train,3,0,3.34,3.569,0,33.08
165228881_K51150_F1A04-891_1_22.jpg,train,3,1,9.5,3.761,1,34.34
165228881_K51150_F1A04-891_1_22.jpg,train,3,2,10.13,4.06,1,36.29
165228881_K51150_F1A04-891_1_22.jpg,train,3,3,21.44,4.847,1,43.03
165228881_K51150_F1A04-891_1_22.jpg,train,3,4,25.89,4.303,1,39.29
165228881_K51150_F1A04-891_1_22.jpg,train,4,0,1.66,2.777,0,30.1
165228881_K51150_F1A04-891_1_22.jpg,train,4,1,1.42,2.538,0,31.59
165228881_K51150_F1A04-891_1_22.jpg,train,4,2,1.35,2.469,0,32.26
165228881_K51150_F1A04-891_1_22.jpg,train,4,3,4.66,2.783,0,33.96
165228881_K51150_F1A04-891_1_22.jpg,train,4,4,32.88,3.867,1,40.64
165307204_K52321_F1A04-951_1_22.jpg,train,0,0,5.35,4.361,0,41.43
165307204_K52321_F1A04-951_1_22.jpg,train,0,1,4.31,3.998,0,40.67
165307204_K52321_F1A04-951_1_22.jpg,train,0,2,4.04,3.936,0,41.21
165307204_K52321_F1A04-951_1_22.jpg,train,0,3,4.45,4.137,0,37.42
165307204_K52321_F1A04-951_1_22.jpg,train,0,4,3.39,3.667,0,31.79
165307204_K52321_F1A04-951_1_22.jpg,train,1,0,24.15,5.285,1,54.9
165307204_K52321_F1A04-951_1_22.jpg,train,1,1,24.98,5.163,1,52.53
165307204_K52321_F1A04-951_1_22.jpg,train,1,2,20.15,4.897,1,51.69
165307204_K52321_F1A04-951_1_22.jpg,train,1,3,6.6,4.591,0,45.41
165307204_K52321_F1A04-951_1_22.jpg,train,1,4,3.9,3.87,0,36.18
165307204_K52321_F1A04-951_1_22.jpg,train,2,0,25.96,5.19,1,48.28
165307204_K52321_F1A04-951_1_22.jpg,train,2,1,25.87,5.161,1,48.74
165307204_K52321_F1A04-951_1_22.jpg,train,2,2,31.69,5.869,1,56.63
165307204_K52321_F1A04-951_1_22.jpg,train,2,3,28.73,5.871,1,55.7
165307204_K52321_F1A04-951_1_22.jpg,train,2,4,7.62,4.322,0,39.03
165307204_K52321_F1A04-951_1_22.jpg,train,3,0,2.67,3.286,0,32.63
165307204_K52321_F1A04-951_1_22.jpg,train,3,1,2.87,3.31,0,33.23
165307204_K52321_F1A04-951_1_22.jpg,train,3,2,20.04,4.113,1,38.8
165307204_K52321_F1A04-951_1_22.jpg,train,3,3,33.58,5.216,1,50.43
165307204_K52321_F1A04-951_1_22.jpg,train,3,4,33.62,4.686,1,44.7
165307204_K52321_F1A04-951_1_22.jpg,train,4,0,1.67,2.778,0,30.39
165307204_K52321_F1A04-951_1_22.jpg,train,4,1,1.36,2.482,0,31.89
165307204_K52321_F1A04-951_1_22.jpg,train,4,2,1.33,2.452,0,32.63
165307204_K52321_F1A04-951_1_22.jpg,train,4,3,6.51,2.572,0,33.89
165307204_K52321_F1A04-951_1_22.jpg,train,4,4,9.16,3.613,1,35.76
164936762_K49042_F1A04-763_1_22.jpg,train,0,0,4.83,4.223,0,39.92
164936762_K49042_F1A04-763_1_22.jpg,train,0,1,4.7,4.183,0,39.84
164936762_K49042_F1A04-763_1_22.jpg,train,0,2,4.02,3.977,0,39.49
164936762_K49042_F1A04-763_1_22.jpg,train,0,3,4.03,3.93,0,36.48
164936762_K49042_F1A04-763_1_22.jpg,train,0,4,2.78,3.379,0,31.74
164936762_K49042_F1A04-763_1_22.jpg,train,1,0,7.16,4.461,0,50.81
164936762_K49042_F1A04-763_1_22.jpg,train,1,1,18.38,4.775,1,51.03
164936762_K49042_F1A04-763_1_22.jpg,train,1,2,18.75,4.688,1,50.34
164936762_K49042_F1A04-763_1_22.jpg,train,1,3,5.88,4.534,0,45.91
164936762_K49042_F1A04-763_1_22.jpg,train,1,4,4.25,4.038,0,37.0
164936762_K49042_F1A04-763_1_22.jpg,train,2,0,8.83,4.855,1,47.98
164936762_K49042_F1A04-763_1_22.jpg,train,2,1,27.32,5.518,1,53.29
164936762_K49042_F1A04-763_1_22.jpg,train,2,2,35.01,6.012,1,60.46
164936762_K49042_F1A04-763_1_22.jpg,train,2,3,25.49,5.502,1,54.77
164936762_K49042_F1A04-763_1_22.jpg,train,2,4,7.89,4.459,0,39.37
164936762_K49042_F1A04-763_1_22.jpg,train,3,0,3.62,3.69,0,33.84
164936762_K49042_F1A04-763_1_22.jpg,train,3,1,3.94,3.724,0,34.54
164936762_K49042_F1A04-763_1_22.jpg,train,3,2,5.11,4.126,0,36.89
164936762_K49042_F1A04-763_1_22.jpg,train,3,3,18.29,5.08,1,44.64
164936762_K49042_F1A04-763_1_22.jpg,train,3,4,22.98,4.694,1,41.93
164936762_K49042_F1A04-763_1_22.jpg,train,4,0,1.67,2.777,0,30.37
164936762_K49042_F1A04-763_1_22.jpg,train,4,1,1.4,2.477,0,31.87
164936762_K49042_F1A04-763_1_22.jpg,train,4,2,1.38,2.449,0,32.68
164936762_K49042_F1A04-763_1_22.jpg,train,4,3,2.26,2.503,0,33.77
164936762_K49042_F1A04-763_1_22.jpg,train,4,4,16.43,3.269,1,36.04
164949203_K49275_F1A04-779_1_22.jpg,train,0,0,4.86,4.165,0,38.61
164949203_K49275_F1A04-779_1_22.jpg,train,0,1,3.6,3.752,0,37.82
164949203_K49275_F1A04-779_1_22.jpg,train,0,2,3.42,3.666,0,37.69
164949203_K49275_F1A04-779_1_22.jpg,train,0,3,3.19,3.659,0,34.51
164949203_K49275_F1A04-779_1_22.jpg,train,0,4,2.06,3.017,0,30.32
164949203_K49275_F1A04-779_1_22.jpg,train,1,0,26.85,5.114,1,52.51
164949203_K49275_F1A04-779_1_22.jpg,train,1,1,24.87,4.846,1,49.52
164949203_K49275_F1A04-779_1_22.jpg,train,1,2,14.65,4.43,1,47.28
164949203_K49275_F1A04-779_1_22.jpg,train,1,3,5.34,4.308,0,41.89
164949203_K49275_F1A04-779_1_22.jpg,train,1,4,3.01,3.586,0,34.35
164949203_K49275_F1A04-779_1_22.jpg,train,2,0,30.4,5.181,1,48.98
164949203_K49275_F1A04-779_1_22.jpg,train,2,1,31.45,5.369,1,50.54
164949203_K49275_F1A04-779_1_22.jpg,train,2,2,32.14,5.62,1,55.88
164949203_K49275_F1A04-779_1_22.jpg,train,2,3,24.71,5.214,1,50.4
164949203_K49275_F1A04-779_1_22.jpg,train,2,4,6.77,3.996,0,36.93
164949203_K49275_F1A04-779_1_22.jpg,train,3,0,2.73,3.394,0,33.16
164949203_K49275_F1A04-779_1_22.jpg,train,3,1,3.6,3.539,0,33.86
164949203_K49275_F1A04-779_1_22.jpg,train,3,2,9.78,4.052,1,37.01
164949203_K49275_F1A04-779_1_22.jpg,train,3,3,22.61,5.111,1,45.18
164949203_K49275_F1A04-779_1_22.jpg,train,3,4,27.85,4.515,1,41.66
